Student_ID,Attendance_Rate,Study_Hours_Per_Week,Previous_Score,Assignment_Completion_Rate,Internal_Assessment_Score,Class_Participation,Parental_Education_Level,Internet_Access,Extra_Curricular,Final_Exam_Score
STU_0323,72.2,15.4,64.3,43.8,47.2,5,High School,Yes,Yes,66.59
STU_0324,61.4,10.2,42.8,73.5,55.6,5,Bachelor,Yes,Yes,63.4
STU_0325,68.0,12.4,71.7,63.7,54.3,1,Master,Yes,No,58.22
STU_0326,75.2,15.7,69.8,87.5,61.4,2,Associate,Yes,Yes,66.39
STU_0327,88.2,14.7,63.2,94.0,54.4,3,Bachelor,Yes,No,65.38
STU_0328,58.9,9.8,66.1,70.0,57.3,2,High School,Yes,No,50.74
STU_0329,82.9,21.7,70.0,68.4,66.7,3,Bachelor,Yes,Yes,73.12
STU_0330,44.1,4.9,73.1,77.0,67.9,2,High School,Yes,No,51.98
STU_0331,74.6,1.4,72.5,87.0,62.9,3,Associate,Yes,No,63.26
STU_0332,93.0,17.1,65.0,71.7,56.6,3,Bachelor,Yes,No,78.59
STU_0333,43.9,14.5,73.4,92.3,73.6,3,Master,No,Yes,69.9
STU_0334,74.3,6.8,64.0,60.2,44.3,2,Associate,Yes,Yes,53.52
STU_0335,89.5,13.6,77.0,78.5,62.7,3,Bachelor,No,Yes,67.09
STU_0336,89.7,9.1,59.2,91.6,57.6,5,Bachelor,Yes,Yes,68.9
STU_0337,57.1,16.4,69.0,75.1,57.0,3,Master,Yes,Yes,75.96
STU_0338,83.0,1.6,45.3,73.4,47.0,4,Associate,Yes,No,50.23
STU_0339,77.2,,62.8,53.2,66.2,4,Associate,Yes,No,64.76
STU_0340,62.2,9.6,75.9,88.7,64.0,5,Master,Yes,No,73.44
STU_0341,63.8,19.0,53.5,85.0,55.0,4,High School,Yes,Yes,68.06
STU_0342,73.9,4.0,63.5,69.9,50.8,3,High School,Yes,No,54.8
STU_0343,84.1,13.1,34.3,98.5,43.8,4,High School,Yes,Yes,53.93
STU_0344,81.0,17.0,48.8,83.8,56.4,1,Master,Yes,No,65.56
STU_0345,60.6,29.7,52.5,75.3,55.5,3,High School,Yes,No,68.59
STU_0346,43.1,9.9,69.4,77.8,62.2,5,Master,Yes,No,63.57
STU_0347,78.9,15.1,72.7,83.1,78.0,4,Associate,Yes,No,71.22
STU_0348,82.0,4.1,67.2,67.8,41.2,5,High School,Yes,No,58.69
STU_0349,92.2,12.8,62.6,54.5,46.7,4,Associate,Yes,Yes,56.53
STU_0350,50.0,22.5,62.7,88.0,64.2,4,High School,Yes,Yes,65.18
STU_0351,63.3,29.9,78.0,75.8,81.0,4,Bachelor,Yes,Yes,86.56
STU_0352,88.7,15.9,71.0,62.7,67.4,4,Bachelor,Yes,Yes,78.21
STU_0353,88.7,4.9,63.3,74.5,57.8,3,Associate,Yes,No,62.67
STU_0354,95.3,24.2,86.1,55.9,64.3,5,High School,Yes,Yes,86.03
STU_0355,55.4,4.9,95.3,89.3,69.5,4,Bachelor,Yes,No,80.08
STU_0356,84.1,6.4,50.6,90.7,44.8,4,Master,Yes,Yes,66.37
STU_0357,82.3,25.2,75.3,84.8,74.6,3,Bachelor,Yes,Yes,73.85
STU_0358,94.3,12.3,99.0,64.2,75.5,3,Master,Yes,No,73.43
STU_0359,56.4,9.3,71.9,69.0,51.2,1,High School,No,Yes,57.62
STU_0360,76.6,18.1,69.6,87.8,65.1,5,Master,Yes,No,77.14
STU_0361,84.7,14.0,67.2,86.0,66.9,3,Associate,Yes,No,77.83
STU_0362,84.7,21.5,74.9,96.2,70.8,3,High School,Yes,Yes,70.51
STU_0363,72.8,14.3,78.6,77.7,67.0,2,Master,Yes,Yes,72.1
STU_0364,91.1,14.5,50.6,74.0,62.4,4,Master,Yes,Yes,75.59
STU_0365,55.1,21.1,67.6,85.9,80.2,4,Bachelor,Yes,No,70.68
STU_0366,51.1,12.2,36.2,83.5,31.7,4,High School,Yes,No,50.76
STU_0367,81.7,7.8,65.1,88.9,59.4,3,High School,Yes,Yes,64.29
STU_0368,77.7,18.6,55.4,64.4,73.1,3,Associate,Yes,No,67.94
STU_0369,87.8,11.0,72.7,89.7,68.0,3,Master,Yes,Yes,70.51
STU_0370,80.3,14.9,44.8,35.1,41.6,1,High School,Yes,No,50.09
STU_0371,69.0,3.6,60.8,77.3,59.1,4,Master,Yes,No,73.26
STU_0372,93.3,12.0,81.5,85.9,71.2,2,Associate,Yes,No,76.25
STU_0373,78.4,9.6,58.5,67.1,56.2,3,Bachelor,Yes,No,58.79
STU_0374,73.6,3.5,41.3,68.4,37.4,3,Master,Yes,Yes,59.05
STU_0375,97.2,12.2,71.6,92.7,67.2,3,Associate,Yes,No,70.47
STU_0376,60.9,12.4,59.8,58.9,55.4,5,Associate,Yes,Yes,68.94
STU_0377,76.7,15.4,65.4,77.9,66.9,1,Bachelor,No,No,57.62
STU_0378,85.4,22.3,57.8,60.7,56.0,4,Bachelor,Yes,Yes,70.93
STU_0379,75.9,20.5,95.6,76.5,78.6,1,Bachelor,No,No,81.73
STU_0380,67.5,10.0,46.2,70.2,34.5,1,Bachelor,Yes,No,45.65
STU_0381,88.6,14.1,99.0,96.1,80.6,3,High School,Yes,No,81.96
STU_0382,71.2,16.6,62.5,67.4,64.5,1,Master,Yes,Yes,72.1
STU_0383,89.6,10.2,70.6,57.3,59.8,4,High School,Yes,No,55.44
STU_0384,65.0,5.2,60.0,83.2,47.1,3,Master,Yes,No,63.24
STU_0385,82.4,11.5,59.4,76.1,44.0,1,High School,No,No,51.7
STU_0386,68.9,22.7,57.0,70.1,59.4,1,Bachelor,Yes,Yes,71.32
STU_0387,84.4,5.1,76.4,68.9,64.7,3,Associate,Yes,Yes,64.11
STU_0388,91.2,7.3,48.2,79.8,44.4,4,Associate,Yes,Yes,54.09
STU_0389,77.8,8.2,73.1,64.9,49.9,3,Associate,No,Yes,56.0
STU_0390,78.3,7.3,37.4,84.5,38.7,3,Bachelor,Yes,Yes,52.14
STU_0391,,18.1,71.8,82.7,69.9,4,Bachelor,Yes,Yes,69.03
STU_0392,56.8,9.1,79.9,82.7,73.9,3,Master,Yes,Yes,69.68
STU_0393,83.2,18.4,50.2,70.4,52.3,2,Associate,Yes,Yes,53.18
STU_0394,80.4,13.1,77.5,76.9,73.0,3,Bachelor,Yes,Yes,74.46
STU_0395,93.9,4.3,68.7,72.7,60.8,3,Bachelor,Yes,No,68.48
STU_0396,87.3,10.3,90.4,82.0,65.8,4,High School,No,Yes,69.82
STU_0397,68.7,20.8,56.0,33.2,58.6,3,Associate,Yes,Yes,62.15
STU_0398,72.4,13.9,99.0,75.1,80.4,5,Associate,Yes,Yes,81.56
STU_0399,79.2,10.7,34.5,73.0,33.4,2,Associate,Yes,No,42.91
STU_0400,72.2,22.9,63.4,64.7,73.4,5,Associate,Yes,No,71.27
STU_0401,93.5,6.9,44.2,92.5,46.6,3,Bachelor,Yes,Yes,62.44
STU_0402,67.4,9.2,93.9,66.3,59.3,3,High School,Yes,Yes,65.62
STU_0403,86.7,19.9,64.3,69.0,58.0,2,Bachelor,Yes,No,61.77
STU_0404,87.9,18.0,65.6,71.8,56.6,3,Master,Yes,Yes,77.4
STU_0405,66.5,6.6,74.2,84.2,57.9,4,Bachelor,Yes,Yes,62.45
STU_0406,66.3,16.3,67.9,83.0,62.0,4,Bachelor,Yes,Yes,64.41
STU_0407,78.3,9.0,59.7,67.6,50.7,1,High School,Yes,Yes,56.67
STU_0408,75.7,3.4,50.4,73.2,42.8,3,Master,Yes,No,54.71
STU_0409,82.1,10.8,70.4,92.2,63.7,2,Associate,Yes,Yes,71.73
STU_0410,63.2,30.8,73.3,81.5,80.4,5,Bachelor,Yes,No,85.07
STU_0411,57.2,,77.7,72.2,66.5,4,Doctorate,Yes,No,77.08
STU_0412,77.1,12.5,94.8,74.6,82.4,1,Bachelor,Yes,No,76.83
STU_0413,84.8,4.9,37.6,81.5,32.9,4,Bachelor,Yes,Yes,56.84
STU_0414,83.7,3.5,67.1,64.0,55.7,5,Associate,Yes,Yes,57.43
STU_0415,,13.2,84.7,71.8,79.5,3,High School,Yes,Yes,78.48
STU_0416,49.0,15.7,66.3,44.6,54.6,4,Bachelor,Yes,Yes,58.41
STU_0417,67.4,18.3,35.3,67.0,46.0,3,High School,Yes,No,61.36
STU_0418,86.1,17.2,49.9,94.3,51.8,3,Bachelor,Yes,Yes,72.27
STU_0419,91.7,18.0,72.6,56.1,59.9,3,High School,Yes,No,67.12
STU_0420,52.6,14.8,72.1,20.6,62.9,3,Master,Yes,Yes,62.18
STU_0421,93.1,22.6,77.4,51.0,72.1,3,High School,Yes,No,79.26
STU_0422,89.2,9.6,57.1,55.5,51.3,2,Associate,Yes,No,48.69
STU_0423,90.9,13.1,71.6,74.9,51.4,4,Bachelor,Yes,Yes,69.81
STU_0424,77.5,4.3,54.8,47.1,38.1,3,Associate,Yes,Yes,59.5
STU_0425,79.8,9.5,71.6,55.2,67.1,3,Associate,No,Yes,66.62
STU_0426,91.0,20.7,68.7,87.3,71.3,4,Associate,Yes,Yes,74.25
STU_0427,70.9,17.7,56.5,85.0,62.9,3,Associate,Yes,Yes,68.05
STU_0428,94.2,2.6,89.8,69.2,66.0,3,Associate,No,Yes,63.72
STU_0429,79.8,32.0,44.1,50.6,51.7,5,Associate,Yes,Yes,65.15
STU_0430,90.6,13.9,66.0,80.6,63.6,4,Bachelor,Yes,No,74.03
STU_0431,90.1,14.1,56.2,90.4,49.1,2,High School,Yes,Yes,65.16
STU_0432,45.0,9.2,93.7,91.2,66.2,3,Doctorate,Yes,No,74.59
STU_0433,86.1,10.3,76.4,74.3,59.2,5,Associate,Yes,Yes,77.02
STU_0434,73.0,13.8,58.9,85.2,59.7,3,High School,Yes,Yes,58.38
STU_0435,58.0,17.2,64.1,64.7,50.1,3,Associate,No,Yes,56.16
STU_0436,76.7,15.1,94.1,65.5,75.6,2,Master,Yes,No,73.63
STU_0437,92.5,9.6,54.8,86.0,47.7,2,High School,Yes,Yes,58.73
STU_0438,73.5,7.7,43.3,85.7,40.9,4,Bachelor,Yes,Yes,53.75
STU_0439,87.1,7.4,72.1,70.6,66.4,4,Bachelor,Yes,Yes,73.84
STU_0440,,21.5,72.4,53.7,64.9,5,High School,Yes,Yes,76.63
STU_0441,63.4,20.2,77.3,84.6,67.3,4,Bachelor,Yes,Yes,79.58
STU_0442,98.6,16.4,77.4,84.8,71.4,2,Associate,Yes,No,71.2
STU_0443,84.0,21.4,92.8,86.2,73.5,1,Associate,Yes,Yes,78.61
STU_0444,95.8,12.0,43.9,39.8,42.3,5,Master,Yes,Yes,56.51
STU_0445,64.9,19.4,51.2,97.1,67.0,3,Bachelor,Yes,No,62.56
STU_0446,62.6,16.8,77.3,86.3,74.8,3,Master,Yes,Yes,72.79
STU_0447,88.1,19.6,52.5,83.0,71.3,5,Bachelor,Yes,Yes,77.32
STU_0448,87.7,7.0,47.6,88.7,36.9,3,Bachelor,Yes,No,59.85
STU_0449,,2.3,94.1,88.3,71.7,2,Master,Yes,Yes,78.16
STU_0450,90.1,14.7,45.3,90.1,44.5,4,High School,Yes,No,63.44
STU_0451,71.5,10.6,63.1,61.9,53.0,5,Bachelor,Yes,Yes,60.59
STU_0452,58.4,3.0,67.2,94.0,57.7,2,Bachelor,Yes,Yes,66.26
STU_0453,59.9,23.2,86.3,83.3,93.1,4,High School,Yes,Yes,84.73
STU_0454,86.0,20.3,41.8,72.1,50.4,3,Associate,Yes,Yes,60.58
STU_0455,59.4,15.3,73.8,72.3,64.6,3,High School,Yes,Yes,63.39
STU_0456,94.4,8.0,55.5,90.5,59.9,5,Bachelor,Yes,Yes,67.96
STU_0457,85.5,4.2,76.8,69.6,58.6,5,Bachelor,Yes,No,63.24
STU_0458,89.5,2.9,55.3,82.7,59.8,3,Master,Yes,No,68.35
STU_0459,94.4,9.5,90.0,83.1,76.4,2,High School,Yes,Yes,80.04
STU_0460,78.6,18.1,55.4,71.8,61.7,2,Bachelor,Yes,No,61.48
STU_0461,69.3,10.7,33.5,90.6,32.4,3,High School,Yes,No,42.67
STU_0462,60.3,16.5,57.0,95.6,73.2,1,Bachelor,Yes,No,62.12
STU_0463,83.0,16.9,64.3,73.1,57.2,3,Bachelor,Yes,Yes,69.56
STU_0464,66.4,18.0,83.2,87.5,75.0,1,Bachelor,Yes,No,67.28
STU_0465,61.4,3.7,50.4,82.2,42.7,3,Bachelor,Yes,Yes,58.97
STU_0466,65.2,8.4,50.7,80.0,43.3,1,Master,No,Yes,56.27
STU_0467,84.1,16.3,81.4,99.0,68.1,4,High School,Yes,Yes,78.57
STU_0468,75.4,25.7,48.7,88.0,61.9,2,Associate,No,No,66.18
STU_0469,72.7,22.2,65.5,56.9,50.2,3,Bachelor,Yes,No,65.01
STU_0470,61.6,14.9,65.8,91.7,62.9,4,Associate,Yes,No,68.84
STU_0471,68.7,23.3,71.0,74.3,75.6,4,,Yes,Yes,67.8
STU_0472,87.1,14.9,57.5,79.3,61.1,2,Bachelor,Yes,No,73.38
STU_0473,54.6,5.0,55.0,71.5,50.4,1,Associate,Yes,Yes,49.09
STU_0474,83.6,17.8,72.7,64.7,59.3,4,Associate,Yes,Yes,70.23
STU_0475,92.2,22.6,55.5,73.4,50.6,3,Bachelor,Yes,Yes,80.35
STU_0476,83.2,,49.0,77.7,68.2,4,Associate,Yes,Yes,72.67
STU_0477,66.3,9.3,85.2,93.8,69.0,3,High School,Yes,No,72.39
STU_0478,84.7,6.5,74.8,88.1,62.5,3,High School,Yes,Yes,70.17
STU_0479,67.7,19.4,92.7,53.9,73.3,3,,No,No,66.42
STU_0480,73.1,15.8,79.0,73.4,72.6,4,Doctorate,Yes,Yes,73.56
STU_0481,78.7,15.1,50.2,80.2,64.6,5,Bachelor,Yes,Yes,78.83
STU_0482,78.4,23.5,69.3,59.1,74.2,1,Associate,Yes,No,72.79
STU_0483,85.6,19.4,53.8,70.4,42.4,3,Master,Yes,Yes,65.18
STU_0484,70.0,16.6,44.9,96.8,53.1,1,Bachelor,Yes,No,57.63
STU_0485,66.6,10.0,61.7,94.9,51.4,3,Master,Yes,No,65.33
STU_0486,92.0,18.6,81.7,72.7,77.3,4,Bachelor,Yes,Yes,83.89
STU_0487,81.9,6.4,71.8,78.0,59.3,3,Associate,Yes,No,66.24
STU_0488,88.5,14.8,48.5,75.5,55.1,5,Associate,Yes,Yes,71.23
STU_0489,90.2,12.6,61.2,75.3,54.6,3,High School,Yes,No,59.76
STU_0490,57.0,4.8,66.0,70.7,47.4,5,Associate,Yes,Yes,53.46
STU_0491,88.8,15.9,44.4,74.0,44.5,4,Bachelor,Yes,Yes,67.85
STU_0492,78.0,9.3,78.0,72.4,54.3,2,Master,Yes,Yes,77.26
STU_0493,93.3,15.7,64.8,56.6,49.7,2,Bachelor,Yes,No,68.53
STU_0494,69.1,7.4,48.5,84.7,39.6,3,Associate,Yes,No,59.02
STU_0495,99.4,19.5,47.7,60.5,44.9,2,High School,Yes,No,59.25
STU_0496,78.0,27.7,83.4,50.9,67.7,3,High School,Yes,No,74.22
STU_0497,69.7,6.4,62.7,87.0,58.5,3,Associate,No,No,58.71
STU_0498,85.8,7.4,84.7,81.7,69.9,5,Associate,Yes,No,74.65
STU_0499,69.6,5.7,90.0,55.2,66.6,3,Bachelor,Yes,Yes,75.24
STU_0500,57.8,11.5,82.3,85.3,76.9,4,High School,Yes,No,75.21
STU_0501,91.2,15.5,60.5,88.3,60.7,5,Doctorate,Yes,No,73.88
STU_0502,85.9,18.0,33.0,40.2,33.3,4,Associate,Yes,Yes,45.45
STU_0503,70.1,14.7,72.4,71.1,77.0,2,Master,Yes,No,71.95
STU_0504,94.5,17.8,97.3,65.0,83.7,3,Bachelor,Yes,Yes,80.26
STU_0505,87.1,12.4,67.5,79.5,62.1,3,High School,Yes,No,67.01
STU_0506,61.5,9.3,40.1,84.9,45.7,3,Bachelor,Yes,No,48.98
STU_0507,89.2,7.5,58.6,80.0,54.9,3,Bachelor,Yes,No,70.23
STU_0508,85.3,11.7,65.4,65.8,55.6,4,Bachelor,Yes,No,69.93
STU_0509,93.0,7.6,52.6,88.4,52.4,3,Associate,No,Yes,62.62
STU_0510,75.4,15.3,32.1,81.5,47.0,3,High School,Yes,No,58.76
STU_0511,74.7,7.7,66.6,64.6,50.3,5,Bachelor,Yes,Yes,65.99
STU_0512,79.1,9.8,57.0,89.8,46.0,1,Master,Yes,Yes,64.2
STU_0513,,21.5,92.8,88.9,70.5,3,High School,Yes,No,83.01
STU_0514,78.2,22.5,69.4,39.7,66.2,4,High School,Yes,No,67.12
STU_0515,75.5,22.1,74.6,90.8,64.2,2,Master,Yes,No,77.58
STU_0516,79.1,12.5,66.3,75.0,62.5,3,Associate,Yes,Yes,62.58
STU_0517,82.1,9.5,69.3,38.1,45.1,2,Bachelor,Yes,No,58.54
STU_0518,69.5,16.5,44.9,69.6,42.6,4,,Yes,No,68.02
STU_0519,96.6,7.8,53.4,80.5,46.3,3,Bachelor,Yes,Yes,67.26
STU_0520,91.5,18.5,83.2,85.5,76.2,3,Associate,Yes,Yes,80.1
STU_0521,80.6,9.0,70.9,90.4,55.3,3,Associate,Yes,No,67.04
STU_0522,56.1,11.4,62.4,66.8,51.5,2,High School,Yes,No,53.99
STU_0523,88.9,18.7,74.8,94.9,72.3,3,Bachelor,Yes,No,79.61
STU_0524,68.2,4.1,75.1,93.9,55.5,3,Bachelor,Yes,Yes,63.72
STU_0525,97.2,9.2,95.9,82.9,83.9,3,Bachelor,Yes,No,85.56
STU_0526,,15.5,70.3,90.5,56.6,3,Bachelor,No,No,67.88
STU_0527,67.1,17.2,53.1,46.5,48.5,3,High School,Yes,Yes,55.63
STU_0528,71.7,15.8,66.4,87.8,72.1,3,High School,Yes,No,69.25
STU_0529,79.4,11.3,76.5,78.4,57.2,3,Bachelor,Yes,No,70.07
STU_0530,79.6,19.6,81.9,72.3,71.7,3,Associate,Yes,Yes,73.4
STU_0531,67.8,7.4,45.4,78.1,46.3,2,Associate,Yes,Yes,55.45
STU_0532,83.0,7.2,71.6,40.6,47.4,4,High School,Yes,Yes,62.82
STU_0533,83.9,15.4,55.4,71.3,54.4,4,High School,No,No,65.56
STU_0534,56.2,6.9,60.1,94.4,59.8,2,Associate,No,No,55.96
STU_0535,,28.1,79.8,41.0,67.8,3,Bachelor,Yes,Yes,74.66
STU_0536,73.4,9.4,78.4,88.8,71.7,3,Master,Yes,Yes,74.25
STU_0537,68.5,19.4,58.5,90.2,65.3,3,Master,Yes,Yes,66.29
STU_0538,77.9,6.2,65.8,65.1,49.8,3,Master,Yes,No,65.39
STU_0539,83.0,25.2,60.5,84.5,73.5,1,Master,Yes,No,65.83
STU_0540,49.3,12.9,99.0,72.3,73.0,4,Bachelor,Yes,No,77.98
STU_0541,94.8,9.2,71.9,63.8,63.5,1,High School,Yes,No,69.73
STU_0542,63.6,10.9,56.2,77.7,49.3,3,Bachelor,Yes,No,45.45
STU_0543,78.3,8.4,86.5,65.7,64.3,4,High School,Yes,Yes,75.11
STU_0544,75.8,11.4,87.0,74.7,69.3,3,High School,No,No,70.84
STU_0545,86.1,6.5,93.1,87.0,74.9,2,High School,No,No,68.0
STU_0546,87.2,9.4,97.2,74.9,60.1,5,Associate,Yes,No,69.87
STU_0547,82.5,19.3,77.9,73.7,73.0,4,Associate,Yes,No,72.26
STU_0548,44.0,14.3,63.1,68.5,57.2,4,High School,No,No,49.76
STU_0549,55.9,7.3,65.2,63.3,55.0,3,Associate,Yes,No,62.41
STU_0550,83.2,11.6,63.9,89.7,63.7,2,Master,Yes,No,67.83
STU_0551,75.4,22.6,62.3,86.0,68.7,5,Bachelor,Yes,No,79.27
STU_0552,80.7,10.0,85.4,85.9,58.7,3,Master,No,No,68.37
STU_0553,,6.9,68.0,68.7,49.3,4,High School,Yes,Yes,62.09
STU_0554,87.0,16.8,81.6,76.0,73.1,3,High School,Yes,Yes,68.27
STU_0555,88.8,3.1,77.5,95.5,65.0,3,Bachelor,No,No,62.25
STU_0556,73.9,11.1,52.6,82.2,47.9,5,Associate,Yes,Yes,67.65
STU_0557,74.3,23.6,44.0,80.2,60.2,3,Bachelor,Yes,Yes,66.27
STU_0558,73.4,,50.7,88.0,51.4,2,Bachelor,Yes,Yes,62.24
STU_0559,80.3,20.2,62.0,83.5,69.4,2,Bachelor,Yes,No,79.65
STU_0560,87.0,6.8,69.9,82.1,66.6,3,Master,Yes,Yes,71.8
STU_0561,85.4,11.2,58.9,89.5,59.3,1,Associate,Yes,Yes,63.74
STU_0562,96.4,10.7,77.8,87.6,70.7,3,High School,Yes,Yes,79.96
STU_0563,73.0,16.4,60.6,90.7,58.6,3,Bachelor,Yes,No,67.38
STU_0564,96.6,13.3,71.6,81.6,69.8,4,High School,Yes,Yes,75.95
STU_0565,62.1,25.1,69.6,57.1,67.5,3,Associate,Yes,Yes,73.55
STU_0566,70.2,9.7,92.3,86.1,72.6,5,High School,Yes,No,74.16
STU_0567,49.0,13.2,54.3,81.1,47.5,2,Associate,Yes,No,56.97
STU_0568,66.6,10.9,98.9,40.5,66.8,3,High School,Yes,Yes,67.26
STU_0569,86.7,12.7,59.7,70.2,48.6,2,High School,Yes,No,63.73
STU_0570,76.8,12.1,49.2,49.2,49.4,4,Bachelor,Yes,Yes,61.32
STU_0571,87.6,7.8,65.0,75.3,63.3,5,Bachelor,Yes,No,69.06
STU_0572,80.8,18.7,99.0,73.0,86.9,4,Bachelor,Yes,Yes,86.79
STU_0573,57.1,8.9,80.5,64.4,77.9,3,Bachelor,Yes,Yes,58.69
STU_0574,75.7,8.5,76.4,54.9,55.8,3,High School,Yes,No,66.41
STU_0575,92.1,5.0,79.1,91.2,68.6,4,Associate,Yes,No,67.73
STU_0576,82.2,9.5,57.2,59.2,42.5,5,High School,Yes,Yes,53.71
STU_0577,79.2,8.8,72.6,70.0,58.5,5,Master,Yes,Yes,69.17
STU_0578,83.4,1.5,68.0,86.0,46.7,3,Bachelor,Yes,No,53.57
STU_0579,58.9,3.5,93.3,89.5,74.9,5,High School,Yes,No,73.03
STU_0580,71.3,11.4,66.5,87.1,59.4,2,Associate,Yes,Yes,66.24
STU_0581,78.1,24.6,62.7,95.7,57.5,2,Doctorate,Yes,No,71.08
STU_0582,69.1,5.6,51.7,51.2,38.2,2,Bachelor,Yes,Yes,47.73
STU_0583,72.2,12.6,70.0,85.9,74.7,3,Bachelor,No,Yes,65.75
STU_0584,90.9,11.2,72.1,42.5,58.0,4,High School,Yes,Yes,68.32
STU_0585,56.2,17.5,51.2,74.1,59.1,4,High School,Yes,Yes,52.98
STU_0586,93.5,18.1,74.3,89.3,71.4,4,Bachelor,Yes,Yes,78.66
STU_0587,93.1,33.4,71.3,63.2,72.7,3,Bachelor,No,Yes,71.07
STU_0588,91.1,14.6,82.2,86.7,72.2,3,Bachelor,Yes,Yes,82.72
STU_0589,45.6,8.2,85.0,95.0,72.6,4,Bachelor,Yes,Yes,69.5
STU_0590,69.5,9.4,69.3,56.0,48.9,3,Bachelor,Yes,Yes,63.27
STU_0591,90.9,9.9,53.5,79.8,56.5,4,Bachelor,Yes,Yes,72.91
STU_0592,89.9,9.0,56.4,73.7,58.4,3,High School,Yes,No,67.83
STU_0593,83.8,27.5,92.7,98.4,87.6,4,Associate,Yes,Yes,85.52
STU_0594,73.1,17.7,70.3,71.2,61.4,3,Master,Yes,No,71.68
STU_0595,75.8,4.7,92.4,52.3,59.9,4,Associate,Yes,Yes,72.81
STU_0596,77.0,16.3,75.0,84.3,79.4,2,Bachelor,Yes,Yes,79.33
STU_0597,60.3,7.0,78.6,96.8,64.5,3,Bachelor,Yes,No,71.25
STU_0598,80.4,18.1,81.1,95.4,79.5,4,Doctorate,Yes,No,75.86
STU_0599,78.1,21.8,50.9,57.4,52.7,3,Associate,No,Yes,61.73
STU_0600,80.4,11.3,72.3,68.0,59.3,4,Associate,Yes,Yes,64.48
STU_0601,95.3,9.3,50.7,48.0,39.0,3,Master,Yes,No,61.5
STU_0602,77.2,25.4,64.0,83.7,62.8,3,Bachelor,Yes,No,75.55
STU_0603,79.8,8.7,77.0,87.5,70.0,4,Bachelor,No,No,72.11
STU_0604,80.9,8.2,53.6,60.9,41.1,3,Associate,Yes,Yes,55.38
STU_0605,69.0,7.5,75.8,91.1,67.6,3,Associate,Yes,Yes,74.61
STU_0606,90.3,12.3,47.0,80.9,50.7,3,Bachelor,Yes,No,65.21
STU_0607,85.9,14.5,84.0,89.0,78.1,3,Master,Yes,No,82.46
STU_0608,93.4,20.3,58.7,61.6,54.3,3,Master,Yes,No,65.4
STU_0609,83.3,16.7,53.6,59.3,58.8,2,High School,Yes,No,62.35
STU_0610,97.8,16.6,47.9,81.2,52.7,4,Associate,Yes,No,75.32
STU_0611,96.5,23.4,59.9,88.8,81.6,4,Associate,Yes,Yes,74.91
STU_0612,83.7,7.3,41.3,73.6,32.6,2,Doctorate,Yes,Yes,58.35
STU_0613,96.1,5.4,60.3,94.0,70.1,4,Bachelor,Yes,No,76.2
STU_0614,80.5,17.1,83.4,87.5,73.9,3,Associate,Yes,Yes,85.25
STU_0615,69.1,12.0,65.4,92.4,63.7,2,High School,Yes,Yes,67.68
STU_0616,56.1,20.4,51.5,97.0,57.5,3,Bachelor,Yes,Yes,64.95
STU_0617,89.7,12.6,71.2,91.3,56.3,3,High School,Yes,Yes,70.74
STU_0618,86.0,9.2,69.9,82.6,57.8,4,Master,Yes,Yes,70.65
STU_0619,92.8,,95.4,50.2,71.6,3,Bachelor,Yes,No,84.11
STU_0620,88.1,13.4,79.1,96.8,72.8,3,Associate,Yes,Yes,70.27
STU_0621,54.7,12.6,72.3,61.8,67.1,4,Associate,Yes,Yes,63.01
STU_0622,68.2,36.4,80.7,69.4,83.4,4,Master,Yes,Yes,88.72
STU_0623,86.6,22.5,66.1,59.6,64.3,3,Associate,Yes,Yes,76.62
STU_0624,97.9,18.3,66.9,72.8,65.7,4,,Yes,No,72.48
STU_0625,98.0,13.6,91.2,65.3,61.6,3,Master,No,No,70.05
STU_0626,84.6,13.0,45.1,79.0,39.2,4,Bachelor,No,Yes,55.51
STU_0627,79.0,10.9,81.6,86.6,60.4,3,Master,Yes,No,71.0
STU_0628,60.0,14.3,66.4,78.2,59.3,4,High School,Yes,Yes,62.06
STU_0629,81.8,9.8,63.9,64.1,43.2,3,High School,Yes,No,55.36
STU_0630,72.5,6.4,60.3,90.6,51.4,2,High School,Yes,Yes,56.29
STU_0631,95.8,12.5,70.2,91.1,56.8,3,High School,Yes,Yes,62.14
STU_0632,68.2,14.9,67.4,52.2,60.2,3,Bachelor,Yes,No,65.3
STU_0633,74.4,20.4,62.2,80.3,66.3,4,High School,No,No,67.77
STU_0634,94.3,8.2,58.2,92.6,54.1,3,Bachelor,Yes,Yes,74.49
STU_0635,59.0,13.1,41.3,72.2,34.4,4,,Yes,No,52.65
STU_0636,87.2,16.6,57.9,77.7,56.9,3,Associate,Yes,Yes,70.87
STU_0637,74.8,16.5,60.8,79.8,62.2,4,Doctorate,Yes,No,72.7
STU_0638,87.2,26.9,70.1,72.0,75.5,2,High School,Yes,Yes,67.71
STU_0639,93.7,,95.5,81.3,86.5,5,Associate,Yes,No,85.98
STU_0640,77.0,7.8,59.4,82.9,61.1,4,Associate,Yes,Yes,65.78
STU_0641,70.3,13.5,53.7,96.6,58.7,4,High School,Yes,Yes,68.68
STU_0642,55.2,11.3,58.0,81.8,54.0,3,Associate,Yes,No,60.36
STU_0643,89.3,10.3,70.1,96.2,60.1,3,Associate,Yes,No,69.15
STU_0644,65.0,9.6,76.2,65.9,69.5,2,Bachelor,Yes,No,74.91
STU_0645,95.7,14.9,78.2,80.2,69.9,3,Bachelor,Yes,Yes,81.89
